rep,dist_m,frac,eff_dose,auc,tss,range_area_pct_change_05,range_area_pct_change_maxsss,suitability_mad,schoener_d,entity,algorithm
3,500,50,10.884353741496598,0.8407862214054596,0.445690741588597,-27.685421994884912,-20.65217391304348,0.0401895344046147,0.9070709350244748,Astacus astacus,random_forest
4,0,0,0.0,0.8530875741415993,0.4871547728931238,,,,,Astacus astacus,random_forest
4,100,10,1.116504854368932,0.8534720781987574,0.5066635171823716,-4.212454212454213,-5.321100917431193,0.017642906194204,0.9534117652435026,Astacus astacus,random_forest
4,100,20,2.7184466019417477,0.8460352176443378,0.4896993629680051,-9.34065934065934,-11.456628477905074,0.0196380991622029,0.9490948344520456,Astacus astacus,random_forest
4,100,50,5.928085519922255,0.8525730635338596,0.5065176179644885,-28.51037851037851,-28.8135593220339,0.0372650734789177,0.9165380012836388,Astacus astacus,random_forest
4,250,10,1.6990291262135924,0.8510182494641804,0.4738827611495782,-4.884004884004884,-5.236486486486487,0.0177626699629171,0.9529240621242416,Astacus astacus,random_forest
4,250,20,3.106796116504854,0.8447187762453028,0.4805093817374398,-9.157509157509155,-11.022364217252395,0.0194351050679851,0.9497571991669987,Astacus astacus,random_forest
4,250,50,8.211856171039845,0.8537379013728839,0.488601178073881,-26.862026862026863,-28.38427947598253,0.0407433044911413,0.9067194547433196,Astacus astacus,random_forest
4,500,10,2.1359223300970878,0.8529027623798114,0.4965533625769231,-5.555555555555555,-7.047619047619048,0.0177549787117154,0.953161020810016,Astacus astacus,random_forest
4,500,20,4.514563106796117,0.8461819007783445,0.4842792940962575,-9.82905982905983,-10.801963993453354,0.0197927482488669,0.9485587184609996,Astacus astacus,random_forest
4,500,50,11.564625850340136,0.8517346167037954,0.4877544865891437,-28.205128205128204,-20.52401746724891,0.0399523417113033,0.9077882130341624,Astacus astacus,random_forest
5,0,0,0.0,0.8424476340992534,0.4839164582503328,,,,,Astacus astacus,random_forest
5,100,10,1.2135922330097086,0.8383611576751734,0.4961291388120443,-6.470980653769179,-7.7798861480075905,0.0170403790688092,0.9537664903774604,Astacus astacus,random_forest
5,100,20,2.2815533980582527,0.8432399353738895,0.4854233965354259,-9.606404269513009,-15.311004784688995,0.021577805246532,0.9420856515951964,Astacus astacus,random_forest
5,100,50,5.782312925170068,0.850341270896098,0.5125390007676247,-35.55703802535024,-28.834355828220858,0.0413385523966488,0.9111650562387588,Astacus astacus,random_forest
5,250,10,1.1650485436893203,0.8445974783075846,0.4905258897068173,-4.803202134756504,-9.421487603305785,0.0168229638785881,0.9542909853116618,Astacus astacus,random_forest
5,250,20,3.3495145631067964,0.846369585495076,0.499140057291431,-9.13942628418946,-15.23809523809524,0.0198927345144897,0.9474108822784612,Astacus astacus,random_forest
5,250,50,8.794946550048591,0.8491237992364301,0.4890879211179142,-34.82321547698466,-21.686746987951807,0.0455393489905232,0.8962577362559772,Astacus astacus,random_forest
5,500,10,1.8446601941747571,0.8405988174907132,0.4904703751543721,-4.069379586390928,-6.191369606003752,0.0174952616398846,0.9521777185517888,Astacus astacus,random_forest
5,500,20,4.077669902912621,0.842047578751013,0.5078459814197566,-9.33955970647098,-14.937759336099584,0.0192156297211921,0.9492206102373564,Astacus astacus,random_forest
5,500,50,11.127308066083575,0.8437413258881367,0.4894778803942771,-34.95663775850567,-27.21518987341772,0.0441400906468891,0.901864602549262,Astacus astacus,random_forest
6,0,0,0.0,0.8563406262819867,0.5037212524321594,,,,,Astacus astacus,random_forest
6,100,10,1.3106796116504853,0.8489354437634062,0.505662247083927,-5.433376455368694,-8.095952023988005,0.0183505013047658,0.951464662133452,Astacus astacus,random_forest
6,100,20,2.524271844660194,0.8547719133725178,0.52131420405026,-9.831824062095732,-11.607142857142858,0.0226879549512429,0.940601712293506,Astacus astacus,random_forest
6,100,50,6.656948493683188,0.8515439947084207,0.5357056526547422,-30.78913324708926,-25.321888412017167,0.0365085839857162,0.9176436545319252,Astacus astacus,random_forest
6,250,10,1.4563106796116505,0.8523987555589577,0.5080094547757664,-4.786545924967658,-8.905380333951761,0.0183487158357368,0.9511928766188998,Astacus astacus,random_forest
6,250,20,3.5436893203883497,0.8498692516765745,0.5028021621618608,-9.767141009055628,-12.244897959183673,0.0235223183628622,0.9379010345077028,Astacus astacus,random_forest
6,250,50,8.892128279883382,0.8512648110852608,0.5337596251893193,-28.913324708926265,-28.193832599118945,0.0356760060431259,0.9214090353206,Astacus astacus,random_forest
