entity,algorithm,axis,level,rho_full,jac5,jac10
Astacus astacus,xgboost,snapping,1,0.6296792971701812,0.42857142857142855,0.5384615384615384
Astacus astacus,xgboost,snapping,1,0.692878942518988,1.0,0.5384615384615384
Astacus astacus,xgboost,snapping,1,0.6466620980608258,0.1111111111111111,0.5384615384615384
Astacus astacus,xgboost,snapping,1,0.6609219428832217,0.6666666666666666,0.42857142857142855
Astacus astacus,xgboost,snapping,1,0.6508696673673904,0.25,0.3333333333333333
Astacus astacus,xgboost,snapping,1,0.6452406018231227,0.42857142857142855,0.3333333333333333
Astacus astacus,xgboost,snapping,1,0.6457778362666912,0.42857142857142855,0.5384615384615384
Astacus astacus,xgboost,snapping,1,0.6084860032646803,0.42857142857142855,0.6666666666666666
Astacus astacus,xgboost,snapping,1,0.658009000570204,0.6666666666666666,0.5384615384615384
Astacus astacus,xgboost,snapping,1,0.664153938832772,0.6666666666666666,0.5384615384615384
Astacus astacus,xgboost,snapping,2,0.6530186724376691,0.42857142857142855,0.3333333333333333
Astacus astacus,xgboost,snapping,2,0.6793174963475346,0.6666666666666666,0.5384615384615384
Astacus astacus,xgboost,snapping,2,0.6680376740339352,0.25,0.5384615384615384
Astacus astacus,xgboost,snapping,2,0.645105015322086,0.42857142857142855,0.42857142857142855
Astacus astacus,xgboost,snapping,2,0.7053020152291111,0.6666666666666666,0.42857142857142855
Astacus astacus,xgboost,snapping,2,0.6715895658599002,0.6666666666666666,0.5384615384615384
Astacus astacus,xgboost,snapping,2,0.6793960399042678,0.6666666666666666,0.42857142857142855
Astacus astacus,xgboost,snapping,2,0.6966951896432628,0.42857142857142855,0.3333333333333333
Astacus astacus,xgboost,snapping,2,0.6467795833117701,0.6666666666666666,0.3333333333333333
