algorithm,track,axis,level,n_reps_ok,auc_mean,auc_lo,auc_hi,tss_mean,tss_lo,tss_hi,brier_mean,brier_lo,brier_hi,sensitivity_mean,sensitivity_lo,sensitivity_hi,specificity_mean,specificity_lo,specificity_hi
xgboost,local_only,lowacc,20,30,0.7084402952590647,0.6904763822483674,0.7254335642500636,0.27047647177813855,0.23976357792187894,0.3036599043555846,0.20770138380791364,0.20030668585571443,0.2155309310010279,0.7326667237578994,0.7185565853108562,0.745522326778111,0.5378097480202393,0.5044900663577903,0.5687788856393841
xgboost,local_only,lowacc,35,30,0.6653381750230838,0.6535837425741471,0.6774163009550217,0.19514033694349533,0.17391868013316109,0.21720329683338244,0.23709411431310873,0.2308902883348156,0.24466288524909532,0.7067941454139628,0.6912663192033225,0.7203728930540974,0.48834619152953257,0.4677686340676485,0.5086675011398752
xgboost,local_only,lowacc,50,30,0.660530360691141,0.6442586551979843,0.6741457303057232,0.21727718640091742,0.19299541154127944,0.2401357181967223,0.25015320492865895,0.24268915810215383,0.25804323762780684,0.7009844393097767,0.6876055605874225,0.7156206550726848,0.5162927470911406,0.4872825713602659,0.5436764519953877
xgboost,local_only,snapping,0,50,0.7554819512544401,0.741112448578314,0.7698240065397413,0.3468514778986041,0.3233535000199712,0.3719931298633093,0.16745935095998918,0.16200215896060843,0.17315765030630967,0.7853323900296887,0.7736282524032062,0.7974725600808102,0.5615190878689154,0.5385430712647676,0.5842146728115898
xgboost,local_only,snapping,5,50,0.7512852509184792,0.7315881250969111,0.7699207343551691,0.32981804243250196,0.3016847316135302,0.35868465874689964,0.16221859162434682,0.15681351972068333,0.16763738008307505,0.7824644241331282,0.7709740133503057,0.793400646637571,0.5473536182993739,0.5188961802926906,0.5780142247393929
xgboost,local_only,snapping,10,50,0.758384418841506,0.7397231810040965,0.7750944088782205,0.35189669171113275,0.3258565546054986,0.3784746327890615,0.15740975620810013,0.15215917586637048,0.16267274321770853,0.7962025173158623,0.7827050835066941,0.8094608861815549,0.5556941743952701,0.5257604591783791,0.5835763936619637
xgboost,local_only,snapping,20,30,0.7629225034068746,0.7451023531020897,0.77965301689955,0.3394315527790491,0.30123289633371303,0.3789728375084223,0.16971323368510544,0.16269651278657782,0.17710136979213212,0.7678055656488251,0.7494740407549884,0.786457423600141,0.5716259871302241,0.5353513034668291,0.6077965446198126
xgboost,local_only,snapping,35,30,0.7590506289932356,0.7316428775807637,0.7843630412651303,0.3419051161520816,0.3036883587570546,0.3802410029811801,0.15078947173921742,0.14492497081743144,0.1570157785674484,0.7694508543746029,0.7530244588058372,0.7849038203277702,0.5724542617774789,0.5321254413595082,0.6105176442345738
xgboost,local_only,snapping,50,30,0.7849250822072066,0.7715903467394052,0.7974395984323334,0.36231841875835913,0.32773945379815883,0.3978295335263131,0.15072612634506008,0.14611377269539683,0.1553975353811334,0.754506965195531,0.742122553036709,0.7688654868314205,0.6078114535628283,0.5701989851672906,0.6435738022298898
xgboost,upstream_only,lowacc,0,50,0.7002673463277547,0.6823880709383338,0.7175734902407789,0.30058493564924754,0.2727346698595493,0.3271299727394093,0.2090729042728512,0.20427946031431574,0.21438490872938532,0.6298373564997076,0.6151110527836311,0.6436493088107142,0.6707475791495399,0.6447899455158353,0.6966413559114043
xgboost,upstream_only,lowacc,5,50,0.6951253818729495,0.6810508356425864,0.7085589698672284,0.2903000555704823,0.2670913719896276,0.3144329716316625,0.21568095577058216,0.2114917920494818,0.22039183591996245,0.600274949897915,0.5875904536192321,0.6131818978886854,0.6900251056725673,0.6642273169346484,0.7162488590375176
xgboost,upstream_only,lowacc,10,50,0.6873946572834203,0.6762633135521585,0.6982784072523363,0.2632578277966331,0.2390441701363849,0.2882277373482413,0.21870224624183218,0.21446818289945882,0.22319782663846027,0.5925570383297165,0.5780793465046582,0.607303970844508,0.6707007894669167,0.6431679237500609,0.6960654927404859
xgboost,upstream_only,lowacc,20,30,0.652897761703087,0.63791703769272,0.6664614215308434,0.2003023251160068,0.173475813716993,0.2271721708219062,0.22962915323063499,0.22454982663087714,0.23479730355262965,0.559190415344505,0.537745674910642,0.58160283012958,0.6411119097715019,0.6035111406816182,0.6791200999493279
xgboost,upstream_only,lowacc,35,30,0.6424757428393746,0.6290585897214181,0.655839607797673,0.1760522384862059,0.15413127427451948,0.19807924503374705,0.2352500116935278,0.22933500996510478,0.24096116422994407,0.5632516970997073,0.5357496705169857,0.5926239832105774,0.6128005413864985,0.5764485953335651,0.6496777986526704
xgboost,upstream_only,lowacc,50,30,0.6326211831647949,0.6180486356527649,0.64529339774421,0.1716528705317395,0.14851087838482296,0.1934267523703917,0.2447784085124778,0.2393250355632196,0.2500839911463334,0.6379444746562264,0.6011314939869532,0.6781894263790699,0.5337083958755131,0.4841384009517568,0.5796755980103452
xgboost,upstream_only,snapping,0,50,0.6841942530861389,0.6681799181557345,0.7000487636890741,0.26053694578282366,0.23132310077597626,0.28817460866372796,0.2158905235284082,0.21068449003733442,0.22107618961395728,0.6154161345927238,0.6046455291405063,0.6257246210302125,0.6451208111900999,0.6178959319865769,0.672521800273377
xgboost,upstream_only,snapping,5,50,0.6822466459789173,0.6652410071300657,0.6988925837928549,0.262172562804015,0.23288085297801525,0.29149150636584864,0.2140418809942554,0.2091330073458579,0.21904512933446404,0.6101019595154196,0.5979096875603757,0.6226320769669489,0.6520706032885955,0.6237846503670044,0.6806762685524793
xgboost,upstream_only,snapping,10,50,0.6927707787225239,0.6743921991804108,0.709659438026602,0.2916733467108552,0.2610362698489857,0.3202712614349674,0.2097640903688819,0.2048102538892234,0.21462265021895646,0.6208238468778245,0.6076893362083808,0.6335844500569461,0.6708494998330307,0.6386049103048688,0.7012001869411527
xgboost,upstream_only,snapping,20,30,0.6758863700041507,0.655881460530274,0.6951734590444012,0.24625930040952157,0.2119160015184763,0.2800640958327525,0.21619976237800437,0.2108700540355681,0.22166989861269334,0.5891686973366512,0.5710618250657952,0.6070992924467786,0.6570906030728703,0.6221361348404566,0.6923585304594965
xgboost,upstream_only,snapping,35,30,0.6776249315367424,0.647457192370954,0.703880416651792,0.2364620295275319,0.18954038235489365,0.27954236151509754,0.20691911004610739,0.20163639225817825,0.2126897985852307,0.6170960075797137,0.5986834452560147,0.6361145806837611,0.6193660219478183,0.5629700035927607,0.670486673570281
xgboost,upstream_only,snapping,50,30,0.6941607811499722,0.6750072657702609,0.711614615509889,0.2521862842425594,0.21948493327288943,0.28719753295673894,0.20500136021932497,0.20088196224894292,0.20896295777698548,0.6059562271989033,0.587393199712975,0.6236180683476094,0.6462300570436563,0.6028440046791755,0.687780131027999
