entity_id,algorithm,axis,level,n_reps_ok,auc_mean,auc_lo,auc_hi
Pacifastacus_leniusculus_alien,maxent,lowacc,10,50,0.7652826293966212,0.760843736318548,0.7697496136568497
Pacifastacus_leniusculus_alien,maxent,lowacc,20,30,0.7400766740917999,0.7311038143689556,0.7484234112420761
Pacifastacus_leniusculus_alien,maxent,lowacc,35,30,0.7171360506118865,0.7098139132717864,0.7244896261779581
Pacifastacus_leniusculus_alien,maxent,lowacc,50,30,0.700618429911089,0.6919104861587975,0.708370623902283
Pacifastacus_leniusculus_alien,maxent,snapping,0,50,0.8050711393907524,0.8004135682548555,0.8098163138270061
Pacifastacus_leniusculus_alien,maxent,snapping,5,50,0.8071080223904609,0.802148312042186,0.8117494544140944
Pacifastacus_leniusculus_alien,maxent,snapping,10,50,0.8062239940300684,0.8017618134875507,0.8107119879224305
Pacifastacus_leniusculus_alien,maxent,snapping,20,30,0.8127652865539027,0.8084096955822032,0.8169594233659956
Pacifastacus_leniusculus_alien,maxent,snapping,35,30,0.812405365539237,0.8054729187617103,0.8181986083299709
Pacifastacus_leniusculus_alien,maxent,snapping,50,30,0.8246836593162681,0.8187096462883826,0.8304059031346354
Pacifastacus_leniusculus_alien,random_forest,lowacc,0,50,0.8545516197584759,0.8501699848163919,0.8587671572268679
Pacifastacus_leniusculus_alien,random_forest,lowacc,5,50,0.8316364448977203,0.8253264976584544,0.8372416305937956
Pacifastacus_leniusculus_alien,random_forest,lowacc,10,50,0.8181852665615581,0.8140206405132597,0.8227108695447689
Pacifastacus_leniusculus_alien,random_forest,lowacc,20,30,0.7984792492110678,0.791699550956091,0.8046709212878026
Pacifastacus_leniusculus_alien,random_forest,lowacc,35,30,0.784383837887105,0.7776687518142706,0.7910463493357446
Pacifastacus_leniusculus_alien,random_forest,lowacc,50,30,0.7695184078164113,0.7608732963576776,0.7780398728769424
Pacifastacus_leniusculus_alien,random_forest,snapping,0,50,0.855511196433103,0.851263477852369,0.8597187348667839
Pacifastacus_leniusculus_alien,random_forest,snapping,5,50,0.8570415453289322,0.8525353902164009,0.8615234036877606
Pacifastacus_leniusculus_alien,random_forest,snapping,10,50,0.8519300772733316,0.8485618472029476,0.8553026743290183
Pacifastacus_leniusculus_alien,random_forest,snapping,20,30,0.859661873487978,0.8554082103433407,0.8636516946381843
Pacifastacus_leniusculus_alien,random_forest,snapping,35,30,0.8600134807041121,0.8542267549527501,0.8656437009524803
